,root_term,CUI,CUI_name,root_list
5430,heart disease,C1303214,Coronary heart disease monitoring verbal invitation,True
5431,heart disease,C1303283,Coronary heart disease monitoring check done,True
5432,heart disease,C1445948,Coronary heart disease risk clinical management plan,True
5433,heart disease,C1857495,Cardiocranial syndrome,True
5434,heart disease,C1960707,Congestive heart failure due to valvular disease,True
5435,heart disease,C3495065,Documentation of coronary heart disease medication action plan,True
5436,heart disease,C3532686,Transluminal intracardiac echocardiography for congenital heart disease,True
5437,heart disease,C3532953,Hypertensive heart AND chronic kidney disease stage 3,True
5438,heart disease,C3532954,Hypertensive heart AND chronic kidney disease stage 2,True
5439,heart disease,C3697119,Pulmonary arterial hypertension associated with congenital heart disease,True
5440,heart disease,C3698160,Pulmonary arterial hypertension associated with congenital systemic-to-pulmonary shunt,False
5441,heart disease,C3697762,Hypertensive heart AND chronic kidney disease stage 1,True
5442,heart disease,C3697763,Hypertensive heart AND chronic kidney disease stage 4,True
5443,heart disease,C3697764,Hypertensive heart AND chronic kidney disease stage 5,True
5444,heart disease,C3697765,Hypertensive heart AND chronic kidney disease on dialysis,True
5445,heart disease,C3698007,Emergency hospital admission for ischemic heart disease,True
5446,heart disease,C3839469,Pre-existing hypertensive heart and chronic kidney disease in mother complicating pregnancy,True
5447,heart disease,C3840196,Pre-existing hypertensive heart and chronic kidney disease in mother complicating childbirth,True
5448,heart disease,C3875353,Fetal heart failure due to extracardiac disease,True
5449,heart disease,C4040369,Family history of complex congenital heart disease,True
5450,heart disease,C4509817,"Microcephaly, seizure, intellectual disability, heart disease syndrome",True
5451,heart disease,C4048001,Benign hypertensive heart disease and chronic renal disease stage 1,True
5452,heart disease,C4048002,Benign hypertensive heart disease and chronic renal disease stage 2,True
5453,heart disease,C4048003,Benign hypertensive heart disease and chronic renal disease stage 3,True
5454,heart disease,C4048004,Benign hypertensive heart disease and chronic renal disease stage 4,True
5455,heart disease,C4048005,Benign hypertensive heart disease and chronic renal disease stage 5,True
5456,heart disease,C4048015,Malignant hypertensive heart disease and chronic renal disease stage 3,True
5457,heart disease,C4280908,Malignant hypertensive heart disease and chronic renal disease stage 4,True
5458,heart disease,C0348881,"Pre-existing hypertensive heart disease complicating pregnancy, childbirth and the puerperium",True
5459,heart disease,C3839182;C3840196,Pre-existing hypertensive heart disease in mother complicating childbirth,False
5460,heart disease,C0700195,Pulmonary heart disease and diseases of pulmonary circulation (I26-I28),True
5461,heart disease,C2882161,Atherosclerotic heart disease of native coronary artery without angina pectoris,True
5462,heart disease,C2882162,Atherosclerotic heart disease of native coronary artery with angina pectoris,True
5463,heart disease,C2882163,Atherosclerotic heart disease of native coronary artery with unstable angina pectoris,True
5464,heart disease,C2882164,Atherosclerotic heart disease of native coronary artery with angina pectoris with documented spasm,True
5465,heart disease,C2882165,Atherosclerotic heart disease of native coronary artery with other forms of angina pectoris,True
5466,heart disease,C2882168,Atherosclerotic heart disease of native coronary artery with unspecified angina pectoris,True
5467,heart disease,C2889224,"Rheumatoid heart disease with rheumatoid arthritis, tarsus, metatarsus and phalanges",True
5468,heart disease,C2889226,Rheumatoid heart disease with rheumatoid arthritis of right ankle and foot,True
5469,heart disease,C2889227,Rheumatoid heart disease with rheumatoid arthritis of left ankle and foot,True
5470,heart disease,C2889228,Rheumatoid heart disease with rheumatoid arthritis of unspecified ankle and foot,True
5471,heart disease,C2903519,"Pre-existing hypertensive heart disease complicating pregnancy, first trimester",True
5472,heart disease,C2903520,"Pre-existing hypertensive heart disease complicating pregnancy, second trimester",True
5473,heart disease,C2903521,"Pre-existing hypertensive heart disease complicating pregnancy, third trimester",True
5474,heart disease,C2903522,"Pre-existing hypertensive heart disease complicating pregnancy, unspecified trimester",True
5475,heart disease,C2903538,"Pre-existing hypertensive heart and chronic kidney disease complicating pregnancy, unspecified trimester",True
5476,heart disease,C2903539,Pre-existing hypertensive heart and chronic kidney disease complicating childbirth,True
5477,heart disease,C2903540,Pre-existing hypertensive heart and chronic kidney disease complicating the puerperium,True
5478,heart disease,C4509221,Pulmonary hypertension with right to left shunt related to congenital heart disease,True
5479,heart disease,C3176373,Recurring coronary heart disease 2Y risk:Num:Pt:^Patient:Qn:Framingham.D'Agostino 2000,True
5480,heart disease,C3844310,"Atherosclerotic coronary heart disease (complete questions 10, 11 and 12 only)",True
5481,heart disease,C4696085,Disabled from walking by any condition other than heart or lung disease,True
5482,heart disease,C5186127,Coronary heart disease 10Y risk &#x7C; Patient &#x7C; Cardiac risk,True
5483,heart disease,C5186128,Coronary heart disease 2Y risk &#x7C; Patient &#x7C; Cardiac risk,True
5484,heart disease,C5186626,Hospital admission ischemic heart disease diagnosis &#x7C; Patient &#x7C; Cardiopulmonary,True
5485,heart disease,C5203635,Lifetime risk for developing coronary heart disease based on genetic risk score:Likelihood:Lifetime:^Patient:Ord,True
5486,heart disease,C5203636,Lifetime risk for developing coronary heart disease based on genetic risk score,True
5487,heart disease,C5213464,Heart disease action plan &#x7C; {Setting} &#x7C; Document ontology,True
5488,heart disease,C0673348,"GET1 protein, human",True
5489,heart disease,C0796094,Blepharophimosis syndrome Ohdo type,True
5490,heart disease,C1832436,"Microcephaly, Congenital Heart Disease, Unilateral Renal Agenesis, and Hyposegmented Lungs",True
5491,heart disease,C1838780,"Pancreatic Hypoplasia, Congenital, with Diabetes Mellitus and Congenital Heart Disease",True
5492,heart disease,C1858696,"Hirschsprung Disease with Heart Defects, Laryngeal Anomalies, and Preaxial Polydactyly",True
5493,heart disease,C1865267,"Arterial Occlusive Disease, Progressive, with Hypertension, Heart Defects, Bone Fragility, and Brachysyndactyly",True
5494,heart disease,C2931362,Tamari Goodman syndrome,True
5495,heart disease,C2931529,Microcephaly seizures mental retardation heart disorders,True
5496,heart disease,C4534432,"Coronary artery disease (CAD) (e.g., angina, myocardial infarction, and atherosclerotic heart disease (ASHD))",True
5497,heart disease,C0269642,Hypertensive heart AND renal disease complicating AND/OR reason for care during pregnancy,True
5498,heart disease,C0269643,Hypertensive heart AND renal disease complicating AND/OR reason for care during childbirth,True
5499,heart disease,C0269646,Hypertensive heart disease complicating AND/OR reason for care during pregnancy,True
5500,heart disease,C0269647,Hypertensive heart disease complicating AND/OR reason for care during childbirth,True
5501,heart disease,C0269643,Hypertensive heart AND renal disease complicating AND/OR reason for care during childbirth,False
5502,heart disease,C0269648,Hypertensive heart disease complicating AND/OR reason for care during puerperium,True
5503,heart disease,C0348877,"Pre-existing hypertensive heart and renal disease complicating pregnancy, childbirth and the puerperium",True
5504,heart disease,C3840196,Pre-existing hypertensive heart and chronic kidney disease in mother complicating childbirth,False
5505,heart disease,C0475683,FH: Ischemic heart disease at less than 60 years,True
5506,heart disease,C0475684,FH: Ischemic heart disease at greater than 60 years,True
5507,heart disease,C1277686,Framingham coronary heart disease 5 year risk score,True
5508,heart disease,C1277687,Framingham coronary heart disease 10 year risk score (assessment),True
5509,heart disease,C1319800,Framingham coronary heart disease 10 year adjusted risk score,True
5510,heart disease,C2930950,Al Gazali Aziz Salem syndrome,True
5511,heart disease,C3484398,Framingham coronary heart disease 10 year risk score (value),True
5512,heart disease,C3697589,Pulmonary hypertension due to left-sided valvular heart disease,True
5513,heart disease,C0349519,Pulmonary hypertension with occult mitral stenosis,False
5514,heart disease,C3839169,Heart failure with reduced ejection fraction due to coronary artery disease,True
5515,heart disease,C4075844,Resting ischemia,True
5516,heart disease,C4076274,Heart disease co-occurrent with human immunodeficiency virus infection,True
5517,heart disease,C4076233,Myocarditis co-occurrent with human immunodeficiency virus infection,False
5518,heart disease,C4076088,Acute endocarditis co-occurrent with human immunodeficiency virus infection,False
5519,heart disease,C4076022,Cardiomyopathy co-occurrent with human immunodeficiency virus infection,False
5520,heart disease,C4274784,Short stature with valvular heart disease and characteristic facies syndrome,True
5521,heart disease,C4303545,"Brain malformation, congenital heart disease, postaxial polydactyly syndrome",True
5522,heart disease,C4510752,Muscle and heart glycogen synthase deficiency,True
5523,heart disease,C4512052,"Cataract, congenital heart disease, neural tube defect syndrome",True
5524,heart disease,C4706238,Assessment using Framingham coronary heart disease 10 year risk score,True
5525,heart disease,C2903534,"Pre-existing hypertensive heart and chronic kidney disease complicating pregnancy, childbirth and the puerperium",True
5526,heart disease,C2903535,"Pre-existing hypertensive heart and chronic kidney disease complicating pregnancy, first trimester",True
5527,heart disease,C2903536,"Pre-existing hypertensive heart and chronic kidney disease complicating pregnancy, second trimester",True
5528,heart disease,C2903537,"Pre-existing hypertensive heart and chronic kidney disease complicating pregnancy, third trimester",True
5529,heart disease,C3176975,"Do you have a long-term health problem with heart disease, lung disease, asthma, kidney disease, metabolic disease, diabetes, anemia, or other blood disorder",True
5530,heart disease,C3259218,"Do you have a long-term health problem with heart disease, lung disease, asthma, kidney disease, metabolic disease, diabetes, anemia, or other blood disorder:Find:Pt:^Patient:Ord:PhenX",True
5531,heart disease,C3844303,"Definite fatal coronary heart disease (CHD) (no known non-atherosclerotic cause, and one or both of the following: chest pain within 72 hours of death or a history of chronic ischemic heart disease)",True
5532,heart disease,C4086329,Framingham Heart Study Cardiovascular Disease 10-Year Risk Score Clinical Classification,True
5533,heart disease,C3173655,"If disabled from walking by any condition other than heart or lung disease, please describe nature of conditions:Find:Pt:^Patient:Nom:PhenX",True
5534,heart disease,C3173656,"If disabled from walking by any condition other than heart or lung disease, please describe nature of conditions",True
5535,heart disease,C3176180,Hard coronary heart disease 10Y risk:Num:Pt:^Patient:Qn:Framingham.The Adult Treatment Panel III 2001,True
5536,heart disease,C4696084,Disabled from walking by any condition other than heart or lung disease:Find:Pt:^Patient:Ord:Rose Dyspnea Scale,True
5537,heart disease,C5156918,Cardiac heart disease risk &#x7C; Serum or Plasma &#x7C; Chemistry - non-challenge,True
5538,heart disease,C5186289,Hard coronary heart disease 10Y risk &#x7C; Patient &#x7C; Cardiac risk,True
5539,heart disease,C5186968,Recurring coronary heart disease 2Y risk &#x7C; Patient &#x7C; Cardiac risk,True
5540,heart disease,C5213221,Coronary heart disease multigene analysis &#x7C; Blood or Tissue &#x7C; Molecular pathology,True
5541,heart disease,C1842363,"Craniofacial Abnormalities, Cataracts, Congenital Heart Disease, Sacral Neural Tube Defects, and Growth and Developmental Retardation",True
5542,heart disease,C2931484,Pilotto syndrome,True
5543,heart disease,C2931750,McPherson Clemens syndrome,True
5544,heart disease,C0265354,CHARGE Syndrome,True
5545,heart disease,C1848392,Zunich neuroectodermal syndrome,True
5546,heart disease,C4543635,"CHA2DS2-VASc (congestive heart failure, hypertension, age 2, diabetes mellitus, stroke 2, vascular disease, age, sex category) score",True
5547,heart disease,C3872824,"Assessment using congestive heart failure, hypertension, age 2, diabetes mellitus, stroke 2 - vascular disease, age, sex category score",True
5548,heart disease,C4543636,"CHA2DS2-VASc (congestive heart failure, hypertension, age 2, diabetes mellitus, stroke 2, vascular disease, age, sex category) stroke risk score",True
5549,heart disease,C3844302,"Possible fatal coronary heart disease (CHD) (no known non-atherosclerotic cause, and death certificate underlying cause: 120-25, 146, 151.6, R96 or R98-99)",True
5550,heart disease,C4049268,CHA2DS2-VASc score,True
5551,weakness,C3714552,Weakness,True
5552,weakness,C3853326,Asthenia due to disease,False
5553,weakness,C3698284;C4543182;C4543183;C4543185;C4543519,Weakness as a late effect of stroke,False
5554,weakness,C4751283,Bilateral weakness of upper limbs,False
5555,weakness,C0581911,Heavy legs,False
5556,weakness,C0581912;C0234659,Heavy feeling,False
5557,weakness,C0231234,Senile asthenia,False
5558,weakness,C0424593,Attacks of weakness,False
5559,weakness,C0427128,Rapid fatigue of gait,False
5560,weakness,C0439032,C/O - debility - malaise,False
5561,weakness,C0581519,Sensation of heaviness in limbs,False
5562,weakness,C0270077,Congenital debility of fetus,False
5563,weakness,C0427055,Facial Paresis,True
5564,weakness,C0151786,Muscle Weakness,True
5565,weakness,C4724557,How Much Bothered by Arm Weakness in Affected Arm,True
5566,weakness,C0587246,Muscle weakness of limb,True
5567,weakness,C0239831,Hand muscle weakness,False
5568,weakness,C0577655,Quadriceps weakness,False
5569,weakness,C0586738,Calf muscle weakness,False
5570,weakness,C1698196;C4552643;C4685293;C4685814;C4686381,Muscle weakness of upper limb,False
5571,weakness,C3662049,Weakness of extremities as sequela of stroke,False
5572,weakness,C3842981,Paralysis or weakness,True
5573,weakness,C0241700,Voice Fatigue,True
5574,weakness,C0424593,Attacks of weakness,True
5575,weakness,C0426997,Weakness of sternomastoid,True
5576,weakness,C0427053,Weakness present,True
5577,weakness,C0581877;C4683401;C4683402,Abdominal weakness,False
5578,weakness,C0427054,Weakness of neck,True
5579,weakness,C0427062,Weakness of back,True
5580,weakness,C0427068,Monoparesis - leg,True
5581,weakness,C2165879,Weakness of left leg,False
5582,weakness,C2218016,Weakness of right leg,False
5583,weakness,C0521532,Diaphragmatic paresis,True
5584,weakness,C0575810,Weakness of hand,True
5585,weakness,C2202993,Weakness of right hand,False
5586,weakness,C2141892,Weakness of left hand,False
5587,weakness,C2196583,Bilateral hand weakness,False
5588,weakness,C0239831,Hand muscle weakness,False
5589,weakness,C0576233,Weakness of foot,True
5590,weakness,C0576333,Weakness of toe,True
5591,weakness,C0577655,Quadriceps weakness,True
5592,weakness,C0581877,Abdominal weakness,True
5593,weakness,C0687001,Spiritual weakness,True
5594,weakness,C0751409,Upper Extremity Paresis,True
5595,weakness,C1268571,Pharyngeal paresis,True
5596,weakness,C1834014,Oculopharyngodistal myopathy,False
5597,weakness,C1268572,Laryngeal paresis,True
5598,weakness,C1268578,Palatal paresis,True
5599,weakness,C1301959,Bulbar weakness,True
5600,weakness,C0746674,Generalized muscle weakness,True
5601,weakness,C4509115,Conversion disorder with weakness/paralysis,True
5602,weakness,C0241492,Muscle Weakness Trunk,True
5603,weakness,C1535916,Pelvic Floor Muscle Weakness,True
5604,weakness,C1698038,Muscle Weakness Left-Sided,True
5605,weakness,C1698196,Muscle Weakness Upper Limb,True
5606,weakness,C1699181,Muscle Weakness Right-Sided,True
5607,weakness,C1836296,Muscle Weakness Lower Limb,True
5608,weakness,C3829390,KFSS - Weakness Interferes With Testing,True
5609,weakness,C3829753,Have Weakness in Limbs,True
5610,weakness,C3830157,Feel Weakness in Arm or Hand,True
5611,weakness,C4054832,Have Weakness of Both Legs,True
5612,weakness,C4054833,Have Weakness in Legs,True
5613,weakness,C4552642,"Muscle Weakness Trunk, CTCAE",True
5614,weakness,C4552811,"Generalized Muscle Weakness, CTCAE",True
5615,weakness,C4553723,"Facial Muscle Weakness, CTCAE",True
5616,weakness,C0457435,Right hemiparesis,True
5617,weakness,C0457436,Left hemiparesis,True
5618,weakness,C0944010,Weakness:Find:24H:^Patient:Ord:Reported.HIV-SSC,True
5619,weakness,C3166422,Things occurring with paralysis or weakness,True
5620,weakness,C3174631,"Do you ever experience periods of muscle weakness, loss of muscle strength or limp muscles in any part of your body, such as the legs or face, when you laugh:Find:Pt:^Patient:Ord:PhenX",True
5621,weakness,C3176029,"Have you ever had any sudden episode of paralysis or weakness on one side of your body, including your face, arm, or leg which lasted at least 24 H:Find:Pt:^Patient:Ord:PhenX",True
5622,weakness,C3176031,Things occurring with paralysis or weakness:Find:Pt:^Patient:Nom:PhenX,True
5623,weakness,C3176066,"Do you ever experience periods of muscle weakness, loss of muscle strength or limp muscles in any part of your body, such as the legs or face, when you are angry:Find:Pt:^Patient:Ord:PhenX",True
5624,weakness,C3176068,"Do you ever experience periods of muscle weakness, loss of muscle strength or limp muscles in any part of your body, such as the legs or face, when you hear or tell a joke:Find:Pt:^Patient:Ord:PhenX",True
5625,weakness,C3257821,Muscle atrophy or weakness,True
5626,weakness,C3259594,Muscle atrophy or weakness:Hx:Pt:^Patient:Ord:PhenX,True
5627,weakness,C3842071,Weakness-facial droop-right,True
5628,weakness,C3842072,Weakness-facial droop-left,True
5629,weakness,C3842094,Motor function-abnormal/weakness,True
5630,weakness,C0037771,"Paraparesis, Spastic",True
5631,weakness,C4042763,Postoperative Residual Curarization,True
5632,weakness,C2882603,Facial weakness following cerebral infarction,True
5633,weakness,C0018989,Hemiparesis,True
5634,weakness,C3697126,Hemiparesis as late effect of cerebrovascular disease,False
5635,weakness,C0278116;C2882586;C2882587;C2882588;C2882589;C2882590;C2882591,Cerebral hemiparesis,False
5636,weakness,C0270794,Facial hemiparesis,False
5637,weakness,C0457435;C4543345;C4543347;C2882464;C2882505;C2882587;C2882589;C2882628;C2882670;C2882466;C2882507;C2882546;C2882548;C2882630;C2882672,Right hemiparesis,False
5638,weakness,C0457436;C4543344;C4543346;C2882465;C2882506;C2882588;C2882590;C2882629;C2882671;C2882467;C2882508;C2882547;C2882549;C2882631;C2882673,Left hemiparesis,False
5639,weakness,C0278111,Crossed hemiparesis,False
5640,weakness,C0744746;C0393960;C4543344;C4543345;C4543346;C4543347,Ataxic hemiparesis,False
5641,weakness,C0455715,Benedikt's syndrome,False
5642,weakness,C2711916,Hemiparesis as late effect of cerebrovascular accident,False
5643,weakness,C4511870,Functional hemiparesis,False
5644,weakness,C0185605,Repair for facial weakness,True
5645,weakness,C0191572,Fascial sling for facial weakness,False
5646,weakness,C0191572,Fascial sling for facial weakness,True
5647,weakness,C0221166,Paraparesis,True
5648,weakness,C4511799,Functional paraparesis,False
5649,weakness,C0278118,Cerebral paraparesis,False
5650,weakness,C0521663,Chronic progressive paraparesis,False
5651,weakness,C0221629,Proximal muscle weakness,True
5652,weakness,C0427063,Shoulder girdle weakness,False
5653,weakness,C0427064,Pelvic girdle weakness,False
5654,weakness,C0234143,Neurological muscle weakness,True
5655,weakness,C0235091,Detrusor muscle paresis,True
5656,weakness,C0239831,Hand muscle weakness,True
5657,weakness,C0240080,Weakness of jaw muscles,True
5658,weakness,C0426996,Weak teeth clenching,False
5659,weakness,C1288268,Weak mouth closure,False
5660,weakness,C0270794,Facial hemiparesis,True
5661,weakness,C0271355,Abducens Nerve Diseases,True
5662,weakness,C0271375,Fourth cranial nerve paresis,True
5663,weakness,C0437496,O/E - cranial nerve 4 - palsy,False
5664,weakness,C1276004,Bilateral superior oblique palsy,False
5665,weakness,C1850996,Familial congenital palsy of trochlear nerve,False
5666,weakness,C0278120,Motor level spinal weakness,True
5667,weakness,C0403666,Urinary incontinence due to urethral sphincter incompetence,True
5668,weakness,C0427056,Lower facial weakness,True
5669,weakness,C0427063,Shoulder girdle weakness,True
5670,weakness,C0427064,Pelvic girdle weakness,True
5671,weakness,C0427065,Distal muscle weakness,True
5672,weakness,C0427066,Weakness of distal arms and legs,False
5673,weakness,C0427066,Weakness of distal arms and legs,True
5674,weakness,C0427069,Pyramidal type muscle weakness,True
5675,weakness,C4721294,McArdle's sign,False
5676,weakness,C0437248,O/E - paresis (weakness),True
5677,weakness,C0521671,Unilateral facial paresis,True
5678,weakness,C0575026,Weakness of joint movement,True
5679,weakness,C0575058,Upper facial weakness,True
5680,weakness,C0580180,Bladder neck incompetence,True
5681,weakness,C0429800,Bladder neck incompetence at rest,False
5682,weakness,C0429801,Bladder neck incompetence on stress,False
5683,weakness,C0586738,Calf muscle weakness,True
5684,weakness,C0751410,Lower Extremity Paresis,True
5685,weakness,C1271073,Visual perceptual weakness,True
5686,weakness,C1291729,Subjective muscle weakness,True
5687,weakness,C1455809,Third cranial nerve weakness,True
5688,weakness,C4081774,Partial palsy of right oculomotor nerve,False
5689,weakness,C4081773,Partial palsy of left oculomotor nerve,False
5690,weakness,C4081776,Total palsy of left oculomotor nerve,False
5691,weakness,C4081775,Total palsy of right oculomotor nerve,False
5692,weakness,C0437493,O/E - cranial nerve 3 - palsy,False
5693,weakness,C0271370;C4081773;C4081774,Partial oculomotor nerve palsy,False
5694,weakness,C0271371;C4081775;C4081776,Total oculomotor nerve palsy,False
5695,weakness,C0455717,Weber-Gubler syndrome,False
5696,weakness,C1319194,Superior division third nerve palsy,False
5697,weakness,C0455715,Benedikt's syndrome,False
5698,weakness,C0271374,Cyclic oculomotor paralysis,False
5699,weakness,C2881358;C0152197;C2881361;C2881359;C2881360;C2881362,Total internal ophthalmoplegia,False
5700,weakness,C0271373,Claude's syndrome,False
5701,weakness,C0040381,Tolosa-Hunt syndrome,False
5702,weakness,C1853729,Weakness of vocal cord,True
5703,weakness,C1853723,Distal myopathy 2,False
5704,weakness,C2141892,left hand weakness,True
5705,weakness,C2165879,Weakness of left leg,True
5706,weakness,C2196583,bilateral hand weakness,True
5707,weakness,C2202993,weakness in right hand,True
5708,weakness,C2202995,Weakness of left arm,True
5709,weakness,C2202996,Weakness of right arm,True
5710,weakness,C2218016,Weakness of right leg,True
5711,weakness,C3662049,Weakness of extremities as sequela of stroke,True
5712,weakness,C3697219,Focal motor weakness,True
5713,weakness,C3698284,Weakness as a late effect of stroke,True
5714,weakness,C3853326,Asthenia due to disease,True
5715,weakness,C3698284;C4543182;C4543183;C4543185;C4543519,Weakness as a late effect of stroke,False
5716,weakness,C4073207,Bilateral facial muscle weakness,True
5717,weakness,C4543253,Weakness of left facial muscle,True
5718,weakness,C4543182,Weakness of left facial muscle as sequela of cerebrovascular accident,False
5719,weakness,C4073207,Bilateral facial muscle weakness,False
5720,weakness,C4543186,Weakness of left facial muscle as sequela of cerebrovascular disease,False
5721,weakness,C4543254,Weakness of right facial muscle,True
5722,weakness,C4543185,Weakness of right facial muscle as sequela of cerebrovascular accident,False
5723,weakness,C4073207,Bilateral facial muscle weakness,False
5724,weakness,C4543184,Weakness of right facial muscle as sequela of cerebrovascular disease,False
5725,weakness,C4751283,Bilateral weakness of upper limbs,True
5726,weakness,C4053849,Weakness in Arms and/or Legs at its Worst,True
5727,weakness,C4054831,Have Weakness on One Side of Body,True
5728,weakness,C4551920,"Pelvic Floor Muscle Weakness, CTCAE",True
5729,weakness,C4552639,"Muscle Weakness Left-Sided, CTCAE",True
5730,weakness,C4552640,"Muscle Weakness Lower Limb, CTCAE",True
5731,weakness,C4552641,"Muscle Weakness Right-Sided, CTCAE",True
5732,weakness,C4552643,"Muscle Weakness Upper Limb, CTCAE",True
5733,weakness,C3176032,While you were having paralysis or weakness did any of these things occur:Find:Pt:^Patient:Ord:PhenX,True
5734,weakness,C1846173,"EPISODIC MUSCLE WEAKNESS, X-LINKED",True
5735,weakness,C1853723,"MYOPATHY, DISTAL 2",True
5736,weakness,C2677303,Diastasis Recti And Weakness Of The Linea Alba,True
5737,weakness,C2882479,Facial weakness following nontraumatic subarachnoid hemorrhage,True
5738,weakness,C2882521,Facial weakness following nontraumatic intracerebral hemorrhage,True
5739,weakness,C2882562,Facial weakness following other nontraumatic intracranial hemorrhage,True
5740,weakness,C2882644,Facial weakness following other cerebrovascular disease,True
5741,weakness,C2882685,Facial weakness following unspecified cerebrovascular disease,True
5742,weakness,C0264616,Hypernasality syndrome due to velopharyngeal weakness,True
5743,weakness,C0427057,"Facial weakness, lower motor neurone",True
5744,weakness,C0427058,"Facial weakness, upper motor neurone",True
5745,weakness,C2316224,Abnormal gait due to muscle weakness,True
5746,weakness,C3662061,Weakness of face muscles as sequela of stroke,True
5747,weakness,C4543182,Weakness of left facial muscle as sequela of cerebrovascular accident,False
5748,weakness,C4543185,Weakness of right facial muscle as sequela of cerebrovascular accident,False
5749,weakness,C4543183,Weakness of facial muscle as sequela of ischemic cerebrovascular accident,False
5750,weakness,C4543519,Weakness of facial muscle as sequela of embolic cerebrovascular accident,False
5751,weakness,C4544440,Dissociative neurological disorder with symptom of weakness,True
5752,weakness,C1560060,"Extraocular Muscle Weakness Not Due to Neuropathy, CTCAE",True
5753,weakness,C1560066,"Lower Extremity Muscle Weakness, CTCAE Not Due to Neuropathy",True
5754,weakness,C1560072,"Upper Extremity Muscle Weakness, CTCAE Not Due to Neuropathy",True
5755,weakness,C1560078,"Facial Muscle Weakness Not Due to Neuropathy, CTCAE",True
5756,weakness,C1560084,Left-Sided Muscle Weakness Not Due to Neuropathy Adverse Event,True
5757,weakness,C1560090,"Ocular Muscle Weakness Not Due to Neuropathy, CTCAE",True
5758,weakness,C1560096,"Pelvic Muscle Weakness Not Due to Neuropathy, CTCAE",True
5759,weakness,C1560102,"Right-Sided Muscle Weakness Not Due to Neuropathy, CTCAE",True
5760,weakness,C1560108,Trunk Muscle Weakness Not Due to Neuropathy Adverse Event,True
5761,weakness,C3827494,Weakness on One Side of the Body at its Worst,True
5762,weakness,C3898009,Pain or Weakness in Shoulder has Caused Work Change,True
5763,weakness,C4527658,FBRSI - Have Weakness in My Arms or Legs,True
5764,weakness,C4685136,"Grade 1 Facial Muscle Weakness, CTCAE",True
5765,weakness,C4685166,"Grade 1 Generalized Muscle Weakness, CTCAE",True
5766,weakness,C4685289,"Grade 1 Muscle Weakness Left-Sided, CTCAE",True
5767,weakness,C4685290,"Grade 1 Muscle Weakness Lower Limb, CTCAE",True
5768,weakness,C4685291,"Grade 1 Muscle Weakness Right-Sided, CTCAE",True
5769,weakness,C4685292,"Grade 1 Muscle Weakness Trunk, CTCAE",True
5770,weakness,C4685293,"Grade 1 Muscle Weakness Upper Limb, CTCAE",True
5771,weakness,C4685333,"Grade 1 Pelvic Floor Muscle Weakness, CTCAE",True
5772,weakness,C4685641,"Grade 2 Facial Muscle Weakness, CTCAE",True
5773,weakness,C4685675,"Grade 2 Generalized Muscle Weakness, CTCAE",True
5774,weakness,C4685810,"Grade 2 Muscle Weakness Left-Sided, CTCAE",True
5775,weakness,C4685811,"Grade 2 Muscle Weakness Lower Limb, CTCAE",True
5776,weakness,C4685812,"Grade 2 Muscle Weakness Right-Sided, CTCAE",True
5777,weakness,C4685813,"Grade 2 Muscle Weakness Trunk, CTCAE",True
5778,weakness,C4685814,"Grade 2 Muscle Weakness Upper Limb, CTCAE",True
5779,weakness,C4685856,"Grade 2 Pelvic Floor Muscle Weakness, CTCAE",True
5780,weakness,C4686203,"Grade 3 Facial Muscle Weakness, CTCAE",True
5781,weakness,C4686238,"Grade 3 Generalized Muscle Weakness, CTCAE",True
5782,weakness,C4686377,"Grade 3 Muscle Weakness Left-Sided, CTCAE",True
5783,weakness,C4686378,"Grade 3 Muscle Weakness Lower Limb, CTCAE",True
5784,weakness,C4686379,"Grade 3 Muscle Weakness Right-Sided, CTCAE",True
5785,weakness,C4686380,"Grade 3 Muscle Weakness Trunk, CTCAE",True
5786,weakness,C4686381,"Grade 3 Muscle Weakness Upper Limb, CTCAE",True
5787,weakness,C4686421,"Grade 3 Pelvic Floor Muscle Weakness, CTCAE",True
5788,weakness,C3475976,I have weakness in my legs in the past 7D,True
5789,weakness,C1328349,Neuropathy ataxia and retinis pigmentosa,True
5790,weakness,C1969024,"CARDIOMYOPATHY, DILATED, 1X",True
5791,weakness,C3662022,Paralytic syndrome on one side of the body,True
5792,weakness,C3697126,Hemiparesis as late effect of cerebrovascular disease,False
5793,weakness,C0392550;C1867983,Infantile hemiplegia,False
5794,weakness,C0437249,O/E - hemiplegia,False
5795,weakness,C0278116;C2882586;C2882587;C2882588;C2882589;C2882590;C2882591,Cerebral hemiparesis,False
5796,weakness,C0270794,Facial hemiparesis,False
5797,weakness,C0018989;C0375206;C0519012;C0270794;C0278111;C0278116;C0278117;C0457435;C0457436;C0744746;C4511870;C2737039;C0393960;C3662098;C3697821;C2882586;C1716761;C1844019;C2711916;C3494994;C3697126;C2882463;C2882504;C2882545;C2882627;C2882669;C2739380;C3662022;C4543344;C4543345;C4543346;C4543347;C2882464;C2882465;C2882468;C2882505;C2882506;C2882509;C2882550;C2882587;C2882588;C2882589;C2882590;C2882591;C2882628;C2882629;C2882632;C2882670;C2882671;C2882674;C2882466;C2882467;C2882507;C2882508;C2882546;C2882547;C2882548;C2882549;C2882630;C2882631;C2882672;C2882673;C4755307,Hemiparesis,False
5798,weakness,C0338488;C4749822,Alternating hemiplegia of childhood,False
5799,weakness,C0271391,Millard-Gubler syndrome,False
